,EMPLOYER,JOB TITLE,BASE SALARY,LOCATION,SUBMIT DATE,START DATE,CASE STATUS
8277,STELLIUM INC,BUSINESS ANALYST,"81,250","HOUSTON, TX",03/18/2018,09/17/2018,CERTIFIED
8278,STELLIUM INC,BUSINESS ANALYST,"81,250","HOUSTON, TX",03/18/2018,09/17/2018,CERTIFIED
8279,STELLIUM INC,BUSINESS ANALYST,"81,250","HOUSTON, TX",03/18/2018,09/17/2018,CERTIFIED
8280,STELLIUM INC,BUSINESS ANALYST,"81,250","HOUSTON, TX",03/18/2018,09/17/2018,CERTIFIED
8281,STELLIUM INC,BUSINESS ANALYST,"81,250","HOUSTON, TX",03/18/2018,09/17/2018,CERTIFIED
8282,NEXSOLV INC,BUSINESS ANALYST,"81,266","FARMINGTON, CT",06/26/2018,07/03/2018,CERTIFIED
8283,SYNTEL INC,BUSINESS ANALYST,"81,286","PHILADELPHIA, PA",11/08/2018,11/08/2018,CERTIFIED
8284,RANG TECHNOLOGIES INC,BUSINESS ANALYST,"81,300","BLOOMFIELD, CT",03/19/2018,09/02/2018,CERTIFIED
8285,RANG TECHNOLOGIES INC,BUSINESS ANALYST,"81,300","BLOOMFIELD, CT",03/17/2018,09/01/2018,CERTIFIED
8286,RANG TECHNOLOGIES INC,BUSINESS ANALYST,"81,300","BLOOMFIELD, CT",03/20/2018,09/01/2018,CERTIFIED
8287,EDATAKA LLC,BUSINESS ANALYST,"81,349","PRINCETON, NJ",02/28/2018,08/28/2018,CERTIFIED
8288,VIZVA TECH SOLUTIONS LLC,BUSINESS ANALYST,"81,349","LAWRENCE TOWNSHIP, NJ",03/22/2018,09/08/2018,CERTIFIED
8289,V-SOFT SOLUTIONS INC,BUSINESS ANALYST,"81,390","AUGUSTA, ME",09/27/2018,11/15/2018,CERTIFIED
8290,TECH MAHINDRA (AMERICAS)INC,BUSINESS ANALYST,"81,439","RICHARDSON, TX",05/25/2018,07/31/2018,CERTIFIED
8291,NEUMERIC TECHNOLOGIES CORPORATION,BUSINESS ANALYST,"81,500","PLANO, TX",07/16/2018,07/23/2018,CERTIFIED
8292,ACCENTURE LLP,BUSINESS ANALYST,"81,500","NORFOLK, VA",04/30/2018,05/04/2018,CERTIFIED
8293,ACCENTURE LLP,BUSINESS ANALYST,"81,500","BURBANK, OH",02/22/2018,08/18/2018,CERTIFIED
8294,NEUMERIC TECHNOLOGIES CORPORATION,BUSINESS ANALYST,"81,500","PLANO, TX",07/16/2018,07/23/2018,CERTIFIED
8295,AMICUS SYSTEMS INC,BUSINESS ANALYST,"81,500","500 CHARLES EWIN, NJ",02/27/2018,02/27/2018,CERTIFIED
8296,ACCENTURE LLP,BUSINESS ANALYST,"81,500","SUN PRAIRIE, WI",02/22/2018,08/18/2018,CERTIFIED
8297,ACCENTURE LLP,BUSINESS ANALYST,"81,500","SUN PRAIRIE, WI",03/07/2018,09/05/2018,CERTIFIED
8298,CIRCULAR EDGE LLC,BUSINESS ANALYST,"81,578","TRACY, CA",01/29/2018,02/05/2018,CERTIFIED
8299,SLK AMERICA INC,BUSINESS ANALYST,"81,578","BUFFALO, NY",06/21/2018,07/01/2018,CERTIFIED
8300,MPHASIS CORPORATION,BUSINESS ANALYST,"81,598","HOUSTON, TX",11/16/2018,11/21/2018,CERTIFIED
8301,OBJECT EDGE INC,BUSINESS ANALYST,"81,598","WALNUT CREEK, CA",04/30/2018,10/10/2018,CERTIFIED
8302,TECHTU BUSINESS SOLUTIONS INC,BUSINESS ANALYST,"81,598","OAKLAND, CA",03/23/2018,09/18/2018,CERTIFIED
8303,MIRI INFOTECH INC,BUSINESS ANALYST,"81,598","FREMONT, CA",06/07/2018,06/07/2018,CERTIFIED
8304,OBJECT EDGE INC,BUSINESS ANALYST,"81,598","WALNUT CREEK, CA",05/21/2018,10/10/2018,CERTIFIED
8305,NIC INFO TEK INC,BUSINESS ANALYST,"81,598","PLEASANTON, CA",02/06/2018,05/06/2018,CERTIFIED
8306,SOURCE MEDICAL SOLUTIONS INC,BUSINESS ANALYST,"81,600","FREMONT, CA",01/17/2018,01/30/2018,CERTIFIED
8307,ITEK SOFTWARE LLC,BUSINESS ANALYST,"81,600","RICHMOND, VA",02/06/2018,02/12/2018,CERTIFIED
8308,ENTERPRISE SERVICES STATE & LOCAL INC,BUSINESS ANALYST,"81,640","CRANSTON, RI",10/03/2018,01/01/2019,CERTIFIED
8309,SEVEN STARS SERVICES LLC,BUSINESS ANALYST,"81,661","NORTH BETHESDA, MD",07/03/2018,09/02/2018,CERTIFIED
8310,MITAJA CORPORATION,BUSINESS ANALYST,"81,723","WILMINGTON, DE",04/16/2018,04/30/2018,CERTIFIED
8311,WALKWATER TECHNOLOGIES INC,BUSINESS ANALYST,"81,790","BILLERICA, MA",03/13/2018,09/01/2018,CERTIFIED
8312,BSASPEC INC,BUSINESS ANALYST,"81,800","WILMINGTON, DE",03/01/2018,08/20/2018,CERTIFIED
8313,IDEAL CONSULT LLC,BUSINESS ANALYST,"81,800","WILMINGTON, DE",03/16/2018,09/01/2018,CERTIFIED
8314,TECH MAHINDRA (AMERICAS) INC,BUSINESS ANALYST,"81,942","NAUGATUCK, CT",08/19/2018,01/01/2019,CERTIFIED
8315,INCEPT DATA SOLUTIONS INC,BUSINESS ANALYST,"81,994","DEERFIELD, IL",09/25/2018,09/25/2018,CERTIFIED
8316,AZEE SYSTEMS INC,BUSINESS ANALYST,"82,000","DORAL, FL",11/28/2018,11/28/2018,DENIED
8317,AZEE SYSTEMS INC,BUSINESS ANALYST,"82,000","DORAL, FL",12/03/2018,12/03/2018,CERTIFIED
8318,SKILLGIGS INC,BUSINESS ANALYST,"82,000","HOUSTON, TX",10/29/2018,10/29/2018,CERTIFIED
8319,ASTRA INC,BUSINESS ANALYST,"82,000","COLUMBUS, IN",11/06/2018,11/15/2018,CERTIFIED
8320,SKILLGIGS INC,BUSINESS ANALYST,"82,000","HOUSTON, TX",03/22/2018,09/19/2018,CERTIFIED
8321,BIG PEACH IT SERVICES LLC,BUSINESS ANALYST,"82,000","BELLAIRE, TX",03/08/2018,03/12/2018,CERTIFIED
8322,ERP CLOUD TECHNOLOGIES LLC,BUSINESS ANALYST,"82,000","AUSTIN, TX",05/02/2018,05/07/2018,CERTIFIED
8323,GRAPNEL TECH SERVICES LLC,BUSINESS ANALYST,"82,000","NEWARK, NJ",03/19/2018,09/15/2018,CERTIFIED
8324,OSRAM SYLVANIA INC,BUSINESS ANALYST,"82,000","BOSTON, MA",07/03/2018,07/10/2018,CERTIFIED
8325,ERP CLOUD TECHNOLOGIES LLC,BUSINESS ANALYST,"82,000","AUSTIN, TX",04/25/2018,04/30/2018,CERTIFIED
8326,TECH MAHINDRA (AMERICAS)INC,BUSINESS ANALYST,"82,000","ST LOUIS, MO",09/18/2018,12/18/2018,CERTIFIED
8327,SCOTTLINE LLC,BUSINESS ANALYST,"82,000","BELLAIRE, TX",03/10/2018,09/06/2018,CERTIFIED
8328,ZENSOFT IT SOLUTIONS INC,BUSINESS ANALYST,"82,000","TRENTON, NJ",03/21/2018,09/16/2018,CERTIFIED
8329,NORTHSTAR GROUP INC,BUSINESS ANALYST,"82,000","HOUSTON, TX",01/23/2018,01/25/2018,CERTIFIED
8330,GLOBAL DATA MART INC,BUSINESS ANALYST,"82,000","CRANBERRY TWP, PA",02/02/2018,02/19/2018,CERTIFIED
8331,DATAQUAD INC,BUSINESS ANALYST,"82,000","SAN FRANCISCO, CA",03/27/2018,09/20/2018,CERTIFIED
8332,SKILLGIGS INC,BUSINESS ANALYST,"82,000","HOUSTON, TX",03/26/2018,09/01/2018,CERTIFIED
8333,NORTHSTAR GROUP INC,BUSINESS ANALYST,"82,000","HOUSTON, TX",01/23/2018,01/25/2018,CERTIFIED
8334,CITCON USA LLC,BUSINESS ANALYST,"82,000","SANTA CLARA, CA",02/28/2018,08/16/2018,CERTIFIED
8335,SCOTTLINE LLC,BUSINESS ANALYST,"82,000","BELLAIRE, TX",03/10/2018,09/06/2018,CERTIFIED
8336,OSRAM SYLVANIA INC,BUSINESS ANALYST,"82,000","BOSTON, MA",07/02/2018,07/09/2018,CERTIFIED
8337,ERP CLOUD TECHNOLOGIES LLC,BUSINESS ANALYST,"82,000","PLANO, TX",05/02/2018,05/07/2018,CERTIFIED
8338,SKILLGIGS INC,BUSINESS ANALYST,"82,000","HOUSTON, TX",03/26/2018,09/01/2018,CERTIFIED
8339,TECH MAHINDRA (AMERICAS) INC,BUSINESS ANALYST,"82,000","DEARBORN, MI",09/05/2018,01/19/2019,CERTIFIED
8340,QUALITY MATRIX INC,BUSINESS ANALYST,"82,000","QUINCY, MA",01/26/2018,06/30/2018,CERTIFIED
8341,ISPRINT TECHNOLOGIES,BUSINESS ANALYST,"82,000","ALAMEDA, CA",01/11/2018,01/11/2018,CERTIFIED
8342,BANK OF THE WEST,BUSINESS ANALYST,"82,000","SAN RAMON, CA",03/16/2018,09/15/2018,CERTIFIED
8343,IBLESOFT INCDUNS#791327054,BUSINESS ANALYST,"82,000","OAKLAND, CA",05/15/2018,05/15/2018,CERTIFIED
8344,IKON TECH SERVICES LLC,BUSINESS ANALYST,"82,000","HOUSTON, TX",02/16/2018,02/20/2018,CERTIFIED
8345,VISIONET SYSTEMS INC,BUSINESS ANALYST,"82,000","VERNON, CA",03/09/2018,09/01/2018,CERTIFIED
8346,SCOTTLINE LLC,BUSINESS ANALYST,"82,000","BELLAIRE, TX",03/10/2018,09/06/2018,CERTIFIED
8347,LUCID TECHNOLOGIESLLC,BUSINESS ANALYST,"82,000","HOUSTON, TX",03/09/2018,09/07/2018,CERTIFIED
8348,DSBRIDGE CORP,BUSINESS ANALYST,"82,000","HARTFORD, CT",03/22/2018,09/05/2018,CERTIFIED
8349,SCOTTLINE LLC,BUSINESS ANALYST,"82,000","BELLAIRE, TX",03/10/2018,09/06/2018,CERTIFIED
8350,BSASPEC INC,BUSINESS ANALYST,"82,000","SPRINGFIELD, IL",07/18/2018,11/08/2018,CERTIFIED
8351,INTERNATIONAL TECHNOLOGIES PRO LLC,BUSINESS ANALYST,"82,000","HOUSTON, TX",04/04/2018,04/04/2018,CERTIFIED
8352,FLEX CONSULTING GROUP INC,BUSINESS ANALYST,"82,000","BROOKLYN, OH",08/24/2018,11/19/2018,CERTIFIED
8353,TECH MAHINDRA (AMERICAS)INC,BUSINESS ANALYST,"82,000","ST LOUIS, MO",06/22/2018,06/22/2018,CERTIFIED
8354,IBLESOFT INCDUNS#791327054,BUSINESS ANALYST,"82,000","OAKLAND, CA",05/15/2018,05/15/2018,CERTIFIED
8355,SCOTTLINE LLC,BUSINESS ANALYST,"82,000","BELLAIRE, TX",03/10/2018,09/06/2018,CERTIFIED
8356,LUCID TECHNOLOGIESLLC,BUSINESS ANALYST,"82,000","HOUSTON, TX",03/13/2018,09/10/2018,CERTIFIED
8357,MOMENTO USA LLC,BUSINESS ANALYST,"82,000","HOUSTON, TX",07/05/2018,08/02/2018,CERTIFIED
8358,SONY INTERACTIVE ENTERTAINMENT LLC,BUSINESS ANALYST,"82,000","LOS ANGELES, CA",03/02/2018,03/26/2018,CERTIFIED
8359,SMART WORKS LLC,BUSINESS ANALYST,"82,056","HARTFORD, CT",03/06/2018,03/15/2018,CERTIFIED
8360,BLUE CROSS BLUE SHIELD OF MASSACHUSETTS INC,BUSINESS ANALYST,"82,100","HINGHAM, MA",10/29/2018,11/07/2018,CERTIFIED
8361,BLUE CROSS BLUE SHIELD OF MASSACHUSETTS INC,BUSINESS ANALYST,"82,100","HINGHAM, MA",10/30/2018,11/07/2018,CERTIFIED
8362,MOODY'S ANALYTICS INC,BUSINESS ANALYST,"82,132","SAN FRANCISCO, CA",03/09/2018,09/06/2018,CERTIFIED
8363,DIGITAL INFUZION INC,BUSINESS ANALYST,"82,326","GAITHERSBURG, MD",03/26/2018,09/22/2018,CERTIFIED
8364,PRECISION TECHNOLOGIES CORP,BUSINESS ANALYST,"82,326","WASHINGTON, DC",03/19/2018,09/18/2018,WITHDRAWN
8365,PRECISION TECHNOLOGIES CORP,BUSINESS ANALYST,"82,326","WASHINGTON, DC",03/19/2018,09/18/2018,WITHDRAWN
8366,TRIANZ CONSULTING INC,BUSINESS ANALYST,"82,326","HERNDON, VA",01/18/2018,01/22/2018,CERTIFIED
8367,MANSAI CORPORATION,BUSINESS ANALYST,"82,326","GREENBELT, MD",02/13/2018,08/12/2018,CERTIFIED
8368,COMMITPOINT INC,BUSINESS ANALYST,"82,326","PHOENIX, AZ",03/19/2018,08/01/2018,CERTIFIED
8369,VSQUARE INFOTECH INC,BUSINESS ANALYST,"82,326","WASHINGTON D.C., DC",05/30/2018,05/30/2018,CERTIFIED
8370,HEXAWARE TECHNOLOGIES INC,BUSINESS ANALYST,"82,326","RESTON, VA",03/16/2018,09/10/2018,CERTIFIED
8371,RAMSAI SOFTWARE SOLUTIONS INC,BUSINESS ANALYST,"82,326","NORFOLK, VA",03/19/2018,09/18/2018,CERTIFIED
8372,TRIANZ CONSULTING INC,BUSINESS ANALYST,"82,326","HERNDON, VA",01/18/2018,01/22/2018,CERTIFIED
8373,TRIANZ CONSULTING INC,BUSINESS ANALYST,"82,326","HERNDON, VA",01/18/2018,01/22/2018,CERTIFIED
8374,TRIANZ CONSULTING INC,BUSINESS ANALYST,"82,326","HERNDON, VA",01/18/2018,01/22/2018,CERTIFIED
8375,AUTO GLASS WAREHOUSE LLC,BUSINESS ANALYST,"82,326","HYATTSVILLE, MD",06/18/2018,07/16/2018,CERTIFIED
8376,MINDTREE LIMITED,BUSINESS ANALYST,"82,326","WASHINGTON, DC",02/02/2018,02/08/2018,CERTIFIED
8377,GALAXESOLUTIONS INC,BUSINESS ANALYST,"82,400","DETROIT, MI",03/13/2018,09/12/2018,CERTIFIED
8378,MARLABS INC,BUSINESS ANALYST,"82,400","RESTON,, VA",01/16/2018,01/29/2018,CERTIFIED
8379,AR SYSTEMS INC,BUSINESS ANALYST,"82,410","LIVINGSTON, NJ",01/12/2018,01/12/2018,CERTIFIED
8380,LABVANTAGE SOLUTIONS INC,BUSINESS ANALYST,"82,410","SOMERSET, NJ",02/23/2018,08/20/2018,CERTIFIED
8381,FIRST TEK INC,BUSINESS ANALYST,"82,410","LIVINGSTON,, NJ",03/13/2018,09/12/2018,CERTIFIED
8382,MINDTREE LIMITED,BUSINESS ANALYST,"82,410","BERKELEY HEIGHTS, NJ",01/31/2018,01/31/2018,CERTIFIED
8383,CONDUENT CARE SOLUTIONS LLC,BUSINESS ANALYST,"82,410","SOMERSET, NJ",01/17/2018,01/29/2018,CERTIFIED
8384,MINDTREE LIMITED,BUSINESS ANALYST,"82,410","LINDEN, NJ",04/17/2018,04/19/2018,CERTIFIED
8385,MINDTREE LIMITED,BUSINESS ANALYST,"82,410","PARSIPPANY, NJ",04/18/2018,04/23/2018,CERTIFIED
8386,MINDTREE LIMITED,BUSINESS ANALYST,"82,410","WARREN, NJ",03/06/2018,03/07/2018,CERTIFIED
8387,LABVANTAGE SOLUTIONS INC,BUSINESS ANALYST,"82,410","SOMERSET, NJ",02/23/2018,08/20/2018,CERTIFIED
8388,LABVANTAGE SOLUTIONS INC,BUSINESS ANALYST,"82,410","SOMERSET, NJ",03/16/2018,09/12/2018,CERTIFIED
8389,GLOBAL DATA MART INC,BUSINESS ANALYST,"82,410","FAIRFIELD, NJ",03/20/2018,03/28/2018,CERTIFIED
8390,AR SOLUTIONS INC,BUSINESS ANALYST,"82,410","EAST SYRACUSE, NY",03/16/2018,09/15/2018,CERTIFIED
8391,ACCENTURE LLP,BUSINESS ANALYST,"82,430","HARTFORD, CT",08/27/2018,08/31/2018,CERTIFIED
8392,NIIT TECHNOLOGIES LIMITED,BUSINESS ANALYST,"82,430","WINDSOR, CT",07/23/2018,07/30/2018,CERTIFIED
8393,ADAM INFORMATION TECHNOLOGIES LLC,BUSINESS ANALYST,"82,430","WINDSOR, CT",07/12/2018,09/11/2018,CERTIFIED
8394,TWO95 INTERNATIONAL,BUSINESS ANALYST,"82,430","WINDSOR, CT",07/20/2018,07/20/2018,CERTIFIED
8395,SLK AMERICA INC,BUSINESS ANALYST,"82,430","WINDSOR, CT",09/12/2018,09/12/2018,CERTIFIED
8396,TECHNOCORP SOLUTIONS INC,BUSINESS ANALYST,"82,493","DENVER, CO",03/21/2018,09/20/2018,CERTIFIED
8397,FRIENDLY CONSULTANTS INC,BUSINESS ANALYST,"82,500","PARSIPPANY, NJ",03/14/2018,09/10/2018,CERTIFIED
8398,MARLABS INC,BUSINESS ANALYST,"82,500","ROSELAND, NJ",06/13/2018,12/02/2018,CERTIFIED
8399,SOFTWARE CONSULTANTS INC,BUSINESS ANALYST,"82,500","VIENNA, VA",06/19/2018,11/16/2018,CERTIFIED
8400,POZENT CORPORATION,BUSINESS ANALYST,"82,500","PLANO, TX",05/04/2018,05/14/2018,CERTIFIED
8401,CELERITY IT LLC,BUSINESS ANALYST,"82,500","TYSONS, VA",03/20/2018,09/19/2018,CERTIFIED
8402,SANN IT SOLUTIONS,BUSINESS ANALYST,"82,500","BOWIE, MD",03/27/2018,09/01/2018,CERTIFIED
8403,COGNIER INC,BUSINESS ANALYST,"82,500","DECATUR, GA",03/19/2018,08/15/2018,CERTIFIED
8404,PRECISE INC,BUSINESS ANALYST,"82,500","BETHESDA, MD",03/29/2018,04/09/2018,CERTIFIED
8405,GEMINI CONSULTING & SERVICES LLC,BUSINESS ANALYST,"82,500","BERKELEY HEIGHTS, NJ",05/11/2018,05/21/2018,CERTIFIED
8406,PRECISION TECHNOLOGIES CORP,BUSINESS ANALYST,"82,500","LIVINGSTON, NJ",03/17/2018,09/01/2018,CERTIFIED
8407,SAI TECHNOLOGIES LLC,BUSINESS ANALYST,"82,597","BURBANK, CA",07/25/2018,07/25/2018,CERTIFIED
8408,OPTIMUM IT SOLUTIONS INC,BUSINESS ANALYST,"82,680","MALVERN, PA",03/22/2018,04/01/2018,CERTIFIED
8409,DELASOFT INC,BUSINESS ANALYST,"82,680","ALBANY, NY",04/24/2018,04/24/2018,CERTIFIED
8410,DELASOFT INC,BUSINESS ANALYST,"82,680","ALBANY, NY",04/25/2018,04/25/2018,CERTIFIED
8411,MINDTREE LIMITED,BUSINESS ANALYST,"82,752","WILSONVILLE, OR",05/22/2018,05/29/2018,CERTIFIED
8412,SQUARE INC,BUSINESS ANALYST,"82,763","SAN FRANCISCO, CA",04/04/2018,04/11/2018,CERTIFIED
8413,SALESFORCECOM INC,BUSINESS ANALYST,"82,763","SAN FRANCISCO, CA",01/25/2018,07/09/2018,CERTIFIED
8414,POSHMARK INC,BUSINESS ANALYST,"82,763","REDWOOD CITY, CA",03/09/2018,09/08/2018,CERTIFIED
8415,PORTAL CONSULTING INC,BUSINESS ANALYST,"82,763","SAN MATEO, CA",05/25/2018,05/25/2018,CERTIFIED
8416,OPTUM SERVICES INC,BUSINESS ANALYST,"82,769","AUSTIN, TX",02/27/2018,08/22/2018,CERTIFIED
8417,OPTUM SERVICES INC,BUSINESS ANALYST,"82,770","AUSTIN, TX",02/21/2018,03/18/2018,DENIED
8418,OPTUM SERVICES INC,BUSINESS ANALYST,"82,770","AUSTIN, TX",02/27/2018,03/18/2018,CERTIFIED
8419,I5 TECH INC,BUSINESS ANALYST,"82,784","RICHMOND, VA",03/26/2018,09/25/2018,CERTIFIED
8420,DISCOVER IT LLC,BUSINESS ANALYST,"82,784","GLEN ALLEN, VA",03/26/2018,09/10/2018,CERTIFIED
8421,DISCOVER IT LLC,BUSINESS ANALYST,"82,784","GLEN ALLEN, VA",03/24/2018,09/10/2018,CERTIFIED
8422,TECH MAHINDRA (AMERICAS)INC,BUSINESS ANALYST,"82,826","FORT WORTH, TX",10/04/2018,10/04/2018,CERTIFIED
8423,LARSEN & TOUBRO INFOTECH LIMITED,BUSINESS ANALYST,"82,909","HARTFORD, CT",11/29/2018,12/06/2018,CERTIFIED
8424,LARSEN & TOUBRO INFOTECH LIMITED,BUSINESS ANALYST,"82,909","HARTFORD, CT",12/20/2018,01/28/2019,CERTIFIED
8425,SYNTEL INC,BUSINESS ANALYST,"82,950","SAN DIEGO, CA",07/26/2018,07/26/2018,CERTIFIED
8426,VENTOIS INC,BUSINESS ANALYST,"83,000","ERIE, PA",12/19/2018,12/19/2018,CERTIFIED
8427,ADROIT ASSOCIATES INC,BUSINESS ANALYST,"83,000","CEDAR RAPIDS, IA",12/18/2018,01/01/2019,CERTIFIED
8428,VIED TECHNOLOGIES INC,BUSINESS ANALYST,"83,000","LIVONIA, MI",11/13/2018,11/19/2018,CERTIFIED
8429,MONTANA STATE FUND,BUSINESS ANALYST,"83,000","HELENA, MT",11/29/2018,01/15/2019,CERTIFIED
8430,MONTANA STATE FUND,BUSINESS ANALYST,"83,000","HELENA, MT",12/15/2018,01/10/2019,CERTIFIED
8431,ADROIT ASSOCIATES INC,BUSINESS ANALYST,"83,000","SAN DIEGO, CA",07/24/2018,07/30/2018,CERTIFIED
8432,ACCENTURE LLP,BUSINESS ANALYST,"83,000","MINNEAPOLIS, MN",02/22/2018,08/22/2018,CERTIFIED
8433,IT SOFTWARE SOLUTIONS INC,BUSINESS ANALYST,"83,000","SUNRISE, FL",03/24/2018,09/18/2018,CERTIFIED
8434,FUSION PLUS SOLUTIONS INC,BUSINESS ANALYST,"83,000","URBANA, MD",07/18/2018,01/17/2019,CERTIFIED
8435,UNITED SOFTWARE GROUP INC,BUSINESS ANALYST,"83,000","GLASTONBURY, CT",07/24/2018,10/01/2018,CERTIFIED
8436,MONTANA STATE FUND,BUSINESS ANALYST,"83,000","HELENA, MT",09/05/2018,09/28/2018,CERTIFIED
8437,NIKTOR LLC,BUSINESS ANALYST,"83,000","RANCHO CUCAMONGA, CA",03/05/2018,09/03/2018,CERTIFIED
8438,CONTINUITY LOGIC LLC,BUSINESS ANALYST,"83,000","FARMERS BRANCH, TX",02/28/2018,08/30/2018,CERTIFIED
8439,CONTINUITY LOGIC LLC,BUSINESS ANALYST,"83,000","FAIRFIELD, NJ",02/28/2018,08/30/2018,CERTIFIED
8440,PRIMISOFT LLC,BUSINESS ANALYST,"83,000","WHIPPANY, NJ",03/23/2018,09/01/2018,CERTIFIED
8441,ION SQUARE IT INC,BUSINESS ANALYST,"83,000","SOMERESET, NJ",03/28/2018,09/01/2018,CERTIFIED
8442,INTONE NETWORKS INC,BUSINESS ANALYST,"83,000","WASHINGTON, DC",03/05/2018,07/31/2018,CERTIFIED
8443,DOTCOM TEAM LLC,BUSINESS ANALYST,"83,000","RENSSELAER, NY",03/17/2018,09/10/2018,CERTIFIED
8444,PCB APPS LLC,BUSINESS ANALYST,"83,000","SOMERSET, NJ",03/14/2018,09/01/2018,CERTIFIED
8445,CAVALIER IT INC,BUSINESS ANALYST,"83,000","HERNDON, VA",01/12/2018,02/08/2018,CERTIFIED
8446,DAVITA INC,BUSINESS ANALYST,"83,000","EL SEGUNDO, CA",08/03/2018,08/04/2018,CERTIFIED
8447,IT SOFTWARE SOLUTIONS INC,BUSINESS ANALYST,"83,000","SUNRISE, FL",03/22/2018,09/18/2018,CERTIFIED
8448,FIRST TEK INC,BUSINESS ANALYST,"83,138","UNION, NJ",08/23/2018,09/04/2018,CERTIFIED
8449,AR SYSTEMS INC,BUSINESS ANALYST,"83,138","LIVINGSTON, NJ",07/31/2018,07/31/2018,CERTIFIED
8450,ADROIT ASSOCIATES INC,BUSINESS ANALYST,"83,138","PARSIPPANY, NJ",07/10/2018,07/16/2018,CERTIFIED
8451,INTUITIVE APPS INC,BUSINESS ANALYST,"83,200","NORFOLK, VA",01/26/2018,02/05/2018,CERTIFIED
8452,ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE INC,BUSINESS ANALYST,"83,200","REDLANDS, CA",03/07/2018,09/04/2018,CERTIFIED
8453,FLEXON TECHNOLOGIES INC,BUSINESS ANALYST,"83,200","SAN DIEGO, CA",03/01/2018,08/01/2018,CERTIFIED
8454,TECH MAHINDRA (AMERICAS)INC,BUSINESS ANALYST,"83,261","FORT WORTH, TX",03/12/2018,06/30/2018,CERTIFIED
8455,PIONEER GLOBAL INC,BUSINESS ANALYST,"83,326","MCLEAN, VA",01/17/2018,01/17/2018,CERTIFIED
8456,ACCENTURE LLP,BUSINESS ANALYST,"83,400","DORAL, FL",12/12/2018,12/19/2018,CERTIFIED
8457,MATRIX PRECISE INC,BUSINESS ANALYST,"83,408","OAKLAND, CA",10/01/2018,01/27/2019,CERTIFIED
8458,GSS INFOTECH CT INC,BUSINESS ANALYST,"83,408","AUSTIN, TX",03/08/2018,05/12/2018,CERTIFIED
8459,AMPHION GLOBAL INC,BUSINESS ANALYST,"83,470","ST LOUIS, MO",03/15/2018,09/14/2018,CERTIFIED
8460,ACCENTURE LLP,BUSINESS ANALYST,"83,470","MARLBOROUGH, MA",02/08/2018,08/05/2018,CERTIFIED
8461,AMPHION GLOBAL INC,BUSINESS ANALYST,"83,470","ST LOUIS, MO",03/22/2018,09/21/2018,CERTIFIED
8462,US IT SOLUTIONS INC,BUSINESS ANALYST,"83,470","FRAMINGHAM, MA",03/12/2018,09/11/2018,CERTIFIED
8463,SRI SOFTWARE SOLUTIONS,BUSINESS ANALYST,"83,470","SOUTHBOROUGH, MA",03/22/2018,09/21/2018,CERTIFIED
8464,KLA-TENCOR CORPORATION,BUSINESS ANALYST,"83,487","MILPITAS, CA",01/12/2018,06/06/2018,CERTIFIED
8465,ADROIT ASSOCIATES INC,BUSINESS ANALYST,"83,500","PARSIPPANY, NJ",11/13/2018,11/13/2018,CERTIFIED
8466,GOVERNMENT WORKS INC,BUSINESS ANALYST,"83,500","SOUTHBOROUGH, MA",03/16/2018,09/17/2018,WITHDRAWN
8467,GOVERNMENT WORKS INC,BUSINESS ANALYST,"83,500","SOUTHBOROUGH, MA",03/16/2018,09/17/2018,WITHDRAWN
8468,RXADVANCE CORPORATION,BUSINESS ANALYST,"83,500","SOUTHBOROUGH, MA",03/06/2018,09/05/2018,CERTIFIED
8469,CLOUD BIG DATA TECHNOLOGIES LLC,BUSINESS ANALYST,"83,500","SKILLMAN, NJ",07/03/2018,07/03/2018,CERTIFIED
8470,GOVERNMENT WORKS INC,BUSINESS ANALYST,"83,500","SOUTHBOROUGH, MA",03/20/2018,09/05/2018,CERTIFIED
8471,GOVERNMENT WORKS INC,BUSINESS ANALYST,"83,500","SOUTHBOROUGH, MA",03/16/2018,09/17/2018,WITHDRAWN
8472,RXADVANCE CORPORATION,BUSINESS ANALYST,"83,500","SOUTHBOROUGH, MA",03/06/2018,09/05/2018,WITHDRAWN
8473,RXADVANCE CORPORATION,BUSINESS ANALYST,"83,500","SOUTHBOROUGH, MA",03/06/2018,09/05/2018,WITHDRAWN
8474,GOVERNMENT WORKS INC,BUSINESS ANALYST,"83,500","SOUTHBOROUGH, MA",03/20/2018,09/05/2018,CERTIFIED
8475,MINDTREE LIMITED,BUSINESS ANALYST,"83,510","RANDOLPH, NJ",01/26/2018,02/02/2018,CERTIFIED
8476,FIREFLY PROS INC,BUSINESS ANALYST,"83,658","RARITAN, NJ",03/16/2018,03/23/2018,CERTIFIED
8477,SILVER OAK TECHNOLOGIES LLC,BUSINESS ANALYST,"83,658","RICHMOND, VA",01/25/2018,01/25/2018,CERTIFIED
8478,GSS INFOTECH CT INC,BUSINESS ANALYST,"83,658","LIVINGSTON, NJ",03/07/2018,04/20/2018,CERTIFIED
8479,MPHASIS CORPORATION,BUSINESS ANALYST,"83,658","BERKELEY HEIGHTS, NJ",03/15/2018,09/10/2018,CERTIFIED
8480,ACCENTURE LLP,BUSINESS ANALYST,"83,658","FLORHAM PARK, NJ",02/05/2018,08/04/2018,CERTIFIED
